function,line,category,public_like,trailing_underscore,menu_callback,trigger_callback,static_call_count,string_reference_count,recommendation
moveDisenrolledPMRsFromDemoPToExclusion_,13819,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
collectPrimaryRowsFromPMRMap_,13945,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
writeDemoPDisenrollmentRetainedBody_,13957,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
updateDisenrolledExclusionReportDates_,13977,internal_helper,FALSE,TRUE,FALSE,FALSE,4,0,Keep private-style name; no action unless consolidation is approved.
appendDisenrolledDeltasToExclusionSheet_,13988,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
writeDisenrolledAppendPayloadValues_,14067,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
appendDisenrolledPMRBlocksToExclusion_,14120,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
createDisenrolledExclusionSheetFromDashboardTemplate_,14132,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
loadDisenrolledExclusionPMRsForPart3_,14163,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
removeDisenrolledPMRBlocksFromMasterUsingDemoP_,14183,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
applyDisenrolledExclusionCreateFormattingOnly_,14223,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
getCurrentRawDataSheet_,14336,internal_helper,FALSE,TRUE,FALSE,FALSE,3,0,Keep private-style name; no action unless consolidation is approved.
getPreviousRawDataSheet_,14341,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
getCurrentDemoPSheet_,14346,internal_helper,FALSE,TRUE,FALSE,FALSE,3,0,Keep private-style name; no action unless consolidation is approved.
getPreviousDemoPSheet_,14354,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
getMonthlyChangeReportHeaders_,14360,internal_helper,FALSE,TRUE,FALSE,FALSE,5,0,Keep private-style name; no action unless consolidation is approved.
getMonthlyChangeReportDateIndexes_,14372,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
convertMonthlyChangeReportDateValues_,14378,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
buildMonthlyChangeReportRow_,14408,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
formatMonthlyChangeReportSectionSheet_,14429,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
runDashboardQualityStartUp,14449,supported_public_menu_callback,TRUE,FALSE,TRUE,FALSE,2,3,Keep public; menu callback strings require stable top-level function name.
runDashboardQualityDashboardVerificationSections_,14456,diagnostic_or_validation_entry_point_review,FALSE,TRUE,FALSE,FALSE,1,0,Classify as supported diagnostic API or test-only entry point before renaming.
getDashboardVerificationPassRow_,14510,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
appendDashboardVerificationPassIfNoIssues_,14520,internal_helper,FALSE,TRUE,FALSE,FALSE,6,0,Keep private-style name; no action unless consolidation is approved.
getDashboardSectionHeaderWidth_,14525,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
collectBlankDashboardCells_,14531,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
collectFormatDashboardGlobalInputVerificationRows_,14541,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
collectFormatDashboardTitleRowsVerificationRows_,14573,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
collectFormatDashboardSheetDefinitionVerificationRows_,14610,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
collectFormatDashboardSheetHeaderVerificationRows_,14639,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
collectFormatDashboardColumnDefinitionVerificationRows_,14676,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
collectFormatDashboardSheetBehaviorVerificationRows_,14706,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
getDashboardQualitySectionLastRunMillis_,14735,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
dashboardQualitySectionRanWithinLastHour_,14745,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
runDashboardQualitySectionIfDue_,14750,diagnostic_or_validation_entry_point_review,FALSE,TRUE,FALSE,FALSE,7,0,Classify as supported diagnostic API or test-only entry point before renaming.
runDashboardQualityQuick,14758,diagnostic_or_validation_entry_point_review,TRUE,FALSE,FALSE,FALSE,1,1,Classify as supported diagnostic API or test-only entry point before renaming.
runDashboardQualityValidateTemplates,14762,supported_public_menu_callback,TRUE,FALSE,TRUE,FALSE,1,3,Keep public; menu callback strings require stable top-level function name.
runDashboardQualityTemplateAndFormatSections_,14770,diagnostic_or_validation_entry_point_review,FALSE,TRUE,FALSE,FALSE,1,0,Classify as supported diagnostic API or test-only entry point before renaming.
getDashboardQualitySectionRegistry_,14802,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
collectDashboardQualityPerformanceSummaryRows_,14814,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
runDashboardQualityPerformanceSummary_,14864,diagnostic_or_validation_entry_point_review,FALSE,TRUE,FALSE,FALSE,0,0,Classify as supported diagnostic API or test-only entry point before renaming.
runDashboardQualityCarePlanSyncDiagnostics_,14871,diagnostic_or_validation_entry_point_review,FALSE,TRUE,FALSE,FALSE,0,0,Classify as supported diagnostic API or test-only entry point before renaming.
runDashboardQualityFull,14892,supported_public_menu_callback,TRUE,FALSE,TRUE,FALSE,1,5,Keep public; menu callback strings require stable top-level function name.
runAllFrameworkTestsAndBuildDashboard,14945,public_like_review_required,TRUE,FALSE,FALSE,FALSE,0,1,Do not make private until external/manual consumers are checked; add wrapper before rename.
repairAllTemplateDateFormats,14954,public_like_review_required,TRUE,FALSE,FALSE,FALSE,0,0,Do not make private until external/manual consumers are checked; add wrapper before rename.
normalizeSectionRowForWidth_,15027,internal_helper,FALSE,TRUE,FALSE,FALSE,43,0,Keep private-style name; no action unless consolidation is approved.
rowHasAnyValue_,15033,internal_helper,FALSE,TRUE,FALSE,FALSE,3,0,Keep private-style name; no action unless consolidation is approved.
trimTrailingBlankRows_,15039,internal_helper,FALSE,TRUE,FALSE,FALSE,4,0,Keep private-style name; no action unless consolidation is approved.
getDefaultDashboardQualityDetailHeader_,15045,internal_helper,FALSE,TRUE,FALSE,FALSE,5,0,Keep private-style name; no action unless consolidation is approved.
collectExistingDashboardQualitySectionBlocks_,15067,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
getDashboardQualityNotRunMessage_,15085,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
buildDefaultDashboardQualitySectionBlock_,15093,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
normalizeDashboardQualitySectionBlock_,15109,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
rebuildDashboardQualityReportShellCompact_,15149,internal_helper,FALSE,TRUE,FALSE,FALSE,5,0,Keep private-style name; no action unless consolidation is approved.
getDashboardQualitySectionTitleForKey_,15192,internal_helper,FALSE,TRUE,FALSE,FALSE,5,0,Keep private-style name; no action unless consolidation is approved.
getDashboardQualitySectionKeyForTitle_,15200,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
hasDashboardQualityTemplateShell_,15208,internal_helper,FALSE,TRUE,FALSE,FALSE,5,0,Keep private-style name; no action unless consolidation is approved.
initializeDashboardQualitySheet_,15225,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
initializeSystemSheets_,15244,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
deleteLegacyOperationalAndDiagnosticSheets_,15262,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
ensureDashboardQualityReportSheet_,15266,internal_helper,FALSE,TRUE,FALSE,FALSE,9,0,Keep private-style name; no action unless consolidation is approved.
ensureDashboardQualityTemplateShell_,15270,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
ensureDashboardQualitySectionShells_,15279,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
getDashboardQualityFixedSectionStartRow_,15284,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
applyDashboardQualityReportColumnSettings_,15290,internal_helper,FALSE,TRUE,FALSE,FALSE,3,0,Keep private-style name; no action unless consolidation is approved.
styleDashboardQualityReport_,15338,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
normalizeDashboardQualityHeaderLabels_,15349,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
isDashboardQualityNotesLabel_,15353,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
normalizeDashboardQualityOutputRow_,15358,internal_helper,FALSE,TRUE,FALSE,FALSE,6,0,Keep private-style name; no action unless consolidation is approved.
getDashboardQualitySectionLetter_,15389,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
normalizeDashboardQualityIssueValue_,15394,internal_helper,FALSE,TRUE,FALSE,FALSE,5,0,Keep private-style name; no action unless consolidation is approved.
normalizeDashboardQualityRowsForSection_,15400,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
normalizeDashboardQualityDataRows_,15433,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
buildTimestampedDashboardQualitySectionRows_,15441,internal_helper,FALSE,TRUE,FALSE,FALSE,8,0,Keep private-style name; no action unless consolidation is approved.
getStatusFromDashboardQualityRows_,15464,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
getMostRecentTimingDurationForSectionKey_,15483,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
getTimingProcessNameForDashboardQualitySection_,15505,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
dashboardQualityRowsEqualValues_,15525,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
saveDashboardQualitySectionRows_,15533,internal_helper,FALSE,TRUE,FALSE,FALSE,14,0,Keep private-style name; no action unless consolidation is approved.
getDashboardQualitySectionRows_,15563,internal_helper,FALSE,TRUE,FALSE,FALSE,13,0,Keep private-style name; no action unless consolidation is approved.
deleteLegacyQualityReportSheet_,15575,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
deleteLegacyStandaloneQualityReports_,15586,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
saveDashboardQualityRowsForTemplateValidation_,15593,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
saveDashboardQualityRowsForHealthCheck_,15601,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
getStoredDashboardQualityOverallStatus_,15614,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
getStoredDashboardQualityFailureNotes_,15623,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
buildDatedDisenrolledOutputName_,15635,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
forceSheetRowCount_,15641,internal_helper,FALSE,TRUE,FALSE,FALSE,4,0,Keep private-style name; no action unless consolidation is approved.
buildCombinedFrameworkTestDashboard,15652,public_like_review_required,TRUE,FALSE,FALSE,FALSE,0,1,Do not make private until external/manual consumers are checked; add wrapper before rename.
updateDashboardQualitySummaryTimingAndSignoffSections_,15686,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
updateDashboardQualitySignoffSection_,15692,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
updateDashboardQualitySummarySection_,15704,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
updateDashboardQualityTimingSummarySection_,15715,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
getDashboardQualitySectionBoundsMap_,15719,internal_helper,FALSE,TRUE,FALSE,FALSE,4,0,Keep private-style name; no action unless consolidation is approved.
replaceDashboardQualitySectionsRows_,15748,internal_helper,FALSE,TRUE,FALSE,FALSE,3,0,Keep private-style name; no action unless consolidation is approved.
tryDashboardQualityAnchoredColumnWrite_,15809,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
replaceDashboardQualitySectionRows_,15826,internal_helper,FALSE,TRUE,FALSE,FALSE,6,0,Keep private-style name; no action unless consolidation is approved.
findDashboardQualitySectionRow_,15900,internal_helper,FALSE,TRUE,FALSE,FALSE,3,0,Keep private-style name; no action unless consolidation is approved.
findNextDashboardQualitySectionRow_,15915,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
dashboardQualitySectionContentMatches_,15926,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
mergeDashboardQualityStyleRanges_,15946,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
styleDashboardQualityUpdatedSections_,15964,internal_helper,FALSE,TRUE,FALSE,FALSE,9,0,Keep private-style name; no action unless consolidation is approved.
appendCombinedDashboardSignOffRows_,16054,internal_helper,FALSE,TRUE,FALSE,FALSE,2,1,Keep private-style name; no action unless consolidation is approved.
buildFrameworkSummaryRows_,16074,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
getStoredSectionStatusAndNotes_,16105,internal_helper,FALSE,TRUE,FALSE,FALSE,16,0,Keep private-style name; no action unless consolidation is approved.
getReportOverallStatus_,16125,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
getReportFailureNotes_,16141,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
runFrameworkHealthCheck,16161,diagnostic_or_validation_entry_point_review,TRUE,FALSE,FALSE,FALSE,0,0,Classify as supported diagnostic API or test-only entry point before renaming.
getFrameworkHealthCheckIssueRows_,16188,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
formatFrameworkHealthCheckIssuesForTiming_,16194,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
appendRequiredFunctionChecks_,16206,internal_helper,FALSE,TRUE,FALSE,FALSE,6,0,Keep private-style name; no action unless consolidation is approved.
existsFunctionByName_,16213,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
writeFrameworkHealthCheckReport_,16221,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
normalizeFrameworkHealthCheckRows_,16226,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
getRequiredHelperFunctionNames_,16238,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
getRequiredMenuFunctionNames_,16254,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
getRequiredDashboardFunctionNames_,16296,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
getRequiredTemplateFunctionNames_,16306,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
getRequiredValidationFunctionNames_,16315,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
getRequiredTimingFunctionNames_,16323,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
getRequiredFrameworkDashboardFunctionNames_,16332,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
runWorkflowSyncVerification,16345,public_like_review_required,TRUE,FALSE,FALSE,FALSE,0,0,Do not make private until external/manual consumers are checked; add wrapper before rename.
runDashboardQualityWorkflowSyncVerification_,16349,diagnostic_or_validation_entry_point_review,FALSE,TRUE,FALSE,FALSE,1,0,Classify as supported diagnostic API or test-only entry point before renaming.
setupSystemSheets,16357,supported_public_menu_callback,TRUE,FALSE,TRUE,FALSE,1,3,Keep public; menu callback strings require stable top-level function name.
verifyFrameworkConfiguration,16367,diagnostic_or_validation_entry_point_review,TRUE,FALSE,FALSE,FALSE,0,0,Classify as supported diagnostic API or test-only entry point before renaming.
runFrameworkTimed_,16423,diagnostic_or_validation_entry_point_review,FALSE,TRUE,FALSE,FALSE,26,1,Classify as supported diagnostic API or test-only entry point before renaming.
runWithWorkflowBusyFlag_,16445,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
markWorkflowBusy_,16456,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
clearWorkflowBusy_,16462,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
isWorkflowBusy_,16468,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
runDeferredIndexRefreshIfNeeded_,16480,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
startFrameworkTiming_,16488,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
markFrameworkStep_,16499,internal_helper,FALSE,TRUE,FALSE,FALSE,143,1,Keep private-style name; no action unless consolidation is approved.
writeFrameworkTimingReport_,16524,internal_helper,FALSE,TRUE,FALSE,FALSE,1,1,Keep private-style name; no action unless consolidation is approved.
writeFrameworkTimingReportBestEffort_,16528,internal_helper,FALSE,TRUE,FALSE,FALSE,3,0,Keep private-style name; no action unless consolidation is approved.
writeTimingReport_,16540,internal_helper,FALSE,TRUE,FALSE,FALSE,0,1,Keep private-style name; no action unless consolidation is approved.
trimTimingReportRows_,16544,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
rebuildProductionMonthlyChangeTemplate,16561,public_like_review_required,TRUE,FALSE,FALSE,FALSE,0,0,Do not make private until external/manual consumers are checked; add wrapper before rename.
